customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
YJ53102,oregon,3687.169374,No,Extended,Master,1/10/11,Unemployed,F,0,Urban,Married,99,5.0,68,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,378.261483,Four-Door Car,Medsize,A
DR32525,arizona,23747.46699,No,Extended,College,2/25/11,Unemployed,M,0,Suburban,Single,96,29.0,22,4.0,2,Personal Auto,Personal L3,Offer3,Agent,460.8,Four-Door Car,Medsize,A
BU14748,arizona,3618.686938,No,Extended,High School or Below,2/14/11,Employed,M,50755,Suburban,Married,91,21.0,25,0.0,1,Personal Auto,Personal L3,Offer4,Agent,436.8,Two-Door Car,Medsize,A
FB71914,california,30205.01297,No,Extended,College,2/17/11,Unemployed,M,0,Suburban,Married,89,7.0,4,0.0,2,Personal Auto,Personal L2,Offer3,Agent,469.359715,Four-Door Car,Medsize,A
SZ61347,california,5583.575264,No,Extended,College,2/17/11,Employed,M,76927,Rural,Married,138,2.0,46,0.0,1,Personal Auto,Personal L3,Offer4,Branch,114.743547,SUV,Medsize,A
SS69401,oregon,4841.057535,No,Basic,College,2/5/11,Employed,F,23449,Suburban,Married,61,33.0,2,0.0,8,Corporate Auto,Corporate L3,Offer2,Web,292.8,Four-Door Car,Medsize,A
HP87787,arizona,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24.0,10,3.0,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,A
BQ15946,oregon,6685.069081,No,Extended,Doctor,2/20/11,Employed,M,56270,Suburban,Married,83,23.0,2,0.0,4,Personal Auto,Personal L2,Offer2,Branch,398.4,Four-Door Car,Medsize,A
RK24470,washington,5029.296953,No,Basic,Bachelor,1/19/11,Employed,M,40113,Urban,Divorced,67,2.0,43,3.0,5,Corporate Auto,Corporate L2,Offer1,Branch,262.047663,Two-Door Car,Medsize,A
FP78531,california,13432.00289,No,Basic,Bachelor,1/15/11,Employed,F,68956,Rural,Single,118,12.0,8,2.0,2,Personal Auto,Personal L3,Offer3,Call Center,118.538444,SUV,Medsize,A
BI34376,california,7879.928952,No,Extended,Doctor,1/10/11,Employed,F,45703,Suburban,Married,98,17.0,36,0.0,9,Personal Auto,Personal L1,Offer4,Agent,470.4,Two-Door Car,Small,A
GW33762,oregon,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,A
DQ35195,arizona,9275.681452,No,Premium,Bachelor,2/5/11,Employed,F,52494,Suburban,Single,119,5.0,69,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,571.2,Two-Door Car,Small,A
CA79988,oregon,2552.913868,No,Basic,College,2/6/11,Employed,M,33124,Rural,Single,67,35.0,7,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,80.119997,Four-Door Car,Large,A
QO68842,california,2518.743544,No,Basic,Doctor,2/10/11,Employed,F,39317,Rural,Single,64,22.0,46,0.0,1,Personal Auto,Personal L2,Offer2,Branch,77.695607,Four-Door Car,Medsize,A
SI11249,california,5048.226244,No,Basic,High School or Below,2/11/11,Employed,F,29401,Suburban,Single,65,30.0,56,0.0,4,Personal Auto,Personal L3,Offer1,Branch,312.0,Four-Door Car,Small,A
WR86431,nevada,10883.78785,No,Extended,High School or Below,1/25/11,Employed,F,91123,Rural,Divorced,138,32.0,70,3.0,8,Corporate Auto,Corporate L1,Offer1,Agent,103.462381,SUV,Medsize,A
XL49151,arizona,2792.009458,No,Extended,College,2/26/11,Employed,M,22426,Suburban,Single,76,9.0,31,1.0,1,Corporate Auto,Corporate L3,Offer3,Branch,528.391284,Four-Door Car,Medsize,A
CL52383,arizona,11160.07706,No,Extended,Bachelor,1/15/11,Employed,F,33232,Urban,Married,94,21.0,81,0.0,2,Special Auto,Special L2,Offer3,Branch,435.527845,Four-Door Car,Medsize,A
SD64087,california,15014.0927,No,Premium,College,1/19/11,Employed,M,32961,Suburban,Married,190,13.0,53,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,A
JZ81608,oregon,6978.719808,No,Extended,High School or Below,2/10/11,Employed,M,53808,Rural,Married,88,26.0,91,0.0,7,Personal Auto,Personal L2,Offer4,Branch,189.835063,Four-Door Car,Medsize,A
OB69329,california,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,Medsize,A
NE51159,oregon,7481.825592,No,Extended,College,1/24/11,Employed,M,61783,Suburban,Married,94,17.0,20,0.0,6,Personal Auto,Personal L2,Offer2,Branch,658.125874,Four-Door Car,Small,A
BB21794,oregon,5394.913017,No,Basic,Bachelor,2/7/11,Employed,F,29853,Rural,Single,69,8.0,36,0.0,6,Personal Auto,Personal L2,Offer1,Agent,76.586018,Four-Door Car,Medsize,A
JA34909,california,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,398.502948,Four-Door Car,Medsize,A
EZ30537,oregon,23984.62144,No,Premium,Doctor,1/1/11,Employed,F,79655,Rural,Married,296,12.0,17,0.0,9,Personal Auto,Personal L3,Offer2,Branch,498.159874,Luxury Car,Medsize,A
DO12179,oregon,2451.535793,No,Basic,Bachelor,2/22/11,Employed,M,48791,Rural,Married,62,27.0,0,3.0,1,Personal Auto,Personal L2,Offer3,Call Center,69.794432,Two-Door Car,Medsize,A
UY95661,california,4971.727892,No,Basic,Master,2/26/11,Employed,M,49161,Urban,Married,63,16.0,41,2.0,3,Personal Auto,Personal L2,Offer3,Branch,171.746945,Two-Door Car,Medsize,A
AF69537,arizona,7329.777554,No,Premium,College,1/6/11,Employed,M,59630,Suburban,Married,185,9.0,67,0.0,1,Personal Auto,Personal L3,Offer1,Agent,888.0,SUV,Medsize,A
KN90631,nevada,8560.162384,No,Basic,High School or Below,1/16/11,Retired,F,28120,Suburban,Married,112,7.0,52,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,SUV,Medsize,A
YF80144,washington,20725.37773,No,Premium,Bachelor,2/2/11,Disabled,M,15529,Suburban,Married,273,1.0,64,0.0,9,Personal Auto,Personal L3,Offer3,Branch,1965.6,Luxury SUV,Small,A
QL93655,oregon,11473.48149,No,Extended,High School or Below,1/12/11,Employed,F,66538,Urban,Married,95,14.0,64,0.0,2,Personal Auto,Personal L3,Offer2,Agent,317.844812,Two-Door Car,Medsize,A
UP60200,california,26576.31541,No,Premium,Bachelor,2/2/11,Employed,M,87002,Rural,Married,110,27.0,30,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,199.851173,Two-Door Car,Medsize,A
WT86597,oregon,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,A
SN94425,oregon,4541.26342,No,Basic,High School or Below,1/5/11,Unemployed,F,0,Suburban,Divorced,65,15.0,85,2.0,4,Special Auto,Special L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A
IX97339,arizona,9234.277026,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Single,134,29.0,43,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,643.2,SUV,Medsize,A
DF65548,california,8613.464627,No,Premium,Master,1/24/11,Employed,F,26680,Suburban,Married,106,11.0,49,0.0,5,Personal Auto,Personal L2,Offer1,Agent,508.8,Two-Door Car,Small,A
UF33451,oregon,10979.09559,No,Extended,Bachelor,2/14/11,Employed,F,94827,Urban,Married,135,5.0,64,0.0,4,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,Medsize,A
UQ24268,oregon,14962.37103,No,Extended,High School or Below,2/12/11,Unemployed,F,0,Suburban,Married,82,9.0,58,0.0,2,Personal Auto,Personal L1,Offer4,Agent,393.6,Four-Door Car,Medsize,A
IT37924,oregon,9752.698201,No,Extended,College,1/17/11,Employed,F,37345,Rural,Married,82,27.0,12,0.0,2,Personal Auto,Personal L3,Offer4,Agent,31.652079,Four-Door Car,Medsize,A
JM35350,california,5505.167392,No,Basic,College,2/2/11,Retired,F,15648,Suburban,Married,73,29.0,68,1.0,5,Special Auto,Special L3,Offer2,Agent,413.269261,Two-Door Car,Medsize,A
PJ74689,nevada,14741.76092,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,139,2.0,33,1.0,2,Personal Auto,Personal L3,Offer3,Call Center,667.2,SUV,Medsize,A
KF80571,arizona,2258.793954,No,Basic,High School or Below,1/2/11,Unemployed,M,0,Suburban,Single,65,8.0,47,0.0,1,Personal Auto,Personal L3,Offer3,Agent,625.483498,Four-Door Car,Medsize,A
DJ22229,washington,13759.14695,No,Extended,Bachelor,1/17/11,Retired,F,16794,Suburban,Single,96,7.0,31,0.0,2,Personal Auto,Personal L3,Offer1,Branch,460.8,Four-Door Car,Medsize,A
FK54851,california,6310.400194,No,Extended,High School or Below,1/31/11,Employed,M,79880,Suburban,Married,79,22.0,68,1.0,7,Personal Auto,Personal L3,Offer2,Branch,568.8,Two-Door Car,Medsize,A
LH53046,nevada,5439.3601,No,Basic,High School or Below,2/8/11,Employed,F,69186,Urban,Single,69,24.0,16,0.0,3,Personal Auto,Personal L3,Offer2,Agent,192.591072,Four-Door Car,Small,A
NP60037,oregon,14318.44839,No,Basic,Bachelor,2/23/11,Employed,M,22697,Suburban,Divorced,186,35.0,39,1.0,8,Corporate Auto,Corporate L3,Offer1,Web,892.8,Luxury SUV,Medsize,A
SU44811,oregon,3055.70113,No,Extended,High School or Below,1/19/11,Employed,F,42406,Rural,Married,77,15.0,49,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,108.871857,Four-Door Car,Medsize,A
OJ65117,oregon,5365.54161,No,Basic,Bachelor,2/4/11,Employed,F,77095,Suburban,Divorced,68,22.0,59,1.0,4,Personal Auto,Personal L2,Offer3,Agent,461.841879,Four-Door Car,Small,A
WP73172,oregon,8287.679305,No,Basic,Bachelor,2/26/11,Employed,F,81367,Urban,Married,103,2.0,32,0.0,4,Special Auto,Special L2,Offer3,Branch,415.768941,SUV,Medsize,A
GU56606,nevada,5953.352957,No,Extended,Bachelor,1/5/11,Employed,M,20283,Suburban,Divorced,77,7.0,17,0.0,3,Personal Auto,Personal L1,Offer2,Branch,369.6,Two-Door Car,Medsize,A
UC10048,oregon,6964.051797,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Married,95,19.0,41,1.0,9,Corporate Auto,Corporate L2,Offer1,Web,629.647822,Four-Door Car,Medsize,A
FG96614,california,11302.60169,No,Extended,Doctor,1/10/11,Employed,F,22361,Suburban,Married,95,15.0,42,0.0,2,Personal Auto,Personal L3,Offer4,Agent,530.667993,Four-Door Car,Small,A
PJ84431,california,7647.451823,No,Basic,High School or Below,2/12/11,Employed,M,91512,Suburban,Married,189,6.0,86,0.0,1,Personal Auto,Personal L3,Offer3,Branch,907.2,Luxury Car,Medsize,A
QH61060,arizona,9209.41167,No,Basic,High School or Below,2/27/11,Employed,F,31365,Suburban,Married,115,1.0,12,0.0,7,Special Auto,Special L2,Offer1,Call Center,828.0,SUV,Medsize,A
DW62043,oregon,2452.059049,No,Basic,College,2/5/11,Employed,F,30216,Suburban,Divorced,63,18.0,74,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,302.4,Four-Door Car,Medsize,A
AG45299,california,8595.726399,No,Basic,College,1/20/11,Employed,M,76763,Rural,Divorced,108,12.0,87,0.0,8,Personal Auto,Personal L3,Offer2,Web,186.459607,SUV,Small,A
RA47157,california,3451.25106,No,Extended,High School or Below,2/18/11,Employed,M,45609,Urban,Married,87,4.0,30,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,246.515921,Two-Door Car,Medsize,A
GE29173,nevada,8591.305411,No,Extended,Bachelor,1/15/11,Unemployed,M,0,Suburban,Single,128,4.0,24,0.0,6,Corporate Auto,Corporate L2,Offer1,Branch,1448.994134,SUV,Medsize,A
LF19061,arizona,5427.484591,No,Basic,High School or Below,2/1/11,Employed,F,74561,Urban,Married,68,0.0,23,1.0,5,Personal Auto,Personal L3,Offer3,Web,234.393625,Two-Door Car,Medsize,A
VJ34494,washington,2442.212317,No,Basic,College,2/12/11,Unemployed,F,0,Suburban,Single,69,7.0,10,0.0,1,Corporate Auto,Corporate L1,Offer1,Branch,331.2,Four-Door Car,Large,A
BW79345,nevada,4945.072236,No,Basic,High School or Below,1/30/11,Employed,F,78796,Suburban,Divorced,61,15.0,3,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,292.8,Two-Door Car,Medsize,A
DO83038,california,8355.774443,No,Basic,College,1/21/11,Employed,F,64502,Rural,Married,70,22.0,49,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,39.336222,Two-Door Car,Medsize,A
TQ88221,california,2841.443088,No,Basic,Bachelor,1/7/11,Employed,F,30473,Suburban,Married,72,20.0,35,0.0,1,Corporate Auto,Corporate L1,Offer4,Call Center,450.080101,Four-Door Car,Medsize,A
ER10834,nevada,2674.07551,No,Basic,Master,1/6/11,Employed,F,68787,Rural,Married,66,7.0,64,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,105.379402,Four-Door Car,Medsize,A
DL17162,arizona,26453.93512,No,Extended,College,2/12/11,Employed,M,42961,Suburban,Married,83,24.0,16,0.0,2,Personal Auto,Personal L2,Offer2,Web,398.4,Four-Door Car,Medsize,A
YI79084,nevada,3702.63121,No,Extended,Doctor,1/17/11,Employed,M,33738,Suburban,Single,95,13.0,97,0.0,1,Personal Auto,Personal L1,Offer2,Agent,541.755353,Two-Door Car,Medsize,A
TZ22914,oregon,5130.823951,No,Basic,Master,1/14/11,Disabled,M,12940,Urban,Divorced,68,7.0,36,0.0,3,Personal Auto,Personal L3,Offer1,Agent,268.1726,Two-Door Car,Large,A
LM50087,arizona,2483.642397,No,Basic,College,2/28/11,Employed,F,50632,Rural,Married,62,26.0,42,0.0,1,Corporate Auto,Corporate L2,Offer3,Agent,54.961039,Two-Door Car,Medsize,A
HR10526,california,8044.73072,No,Basic,Master,1/25/11,Employed,M,44320,Suburban,Married,67,13.0,79,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,A
OB32861,nevada,6288.156817,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Married,84,14.0,66,0.0,3,Special Auto,Special L2,Offer4,Web,403.2,Two-Door Car,Medsize,A
AP34711,arizona,10382.38098,No,Extended,Master,2/19/11,Employed,F,32821,Rural,Married,129,35.0,40,0.0,4,Personal Auto,Personal L3,Offer1,Branch,25.89566,SUV,Large,A
AK61491,oregon,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A
QV48556,arizona,5421.04863,No,Basic,Master,1/5/11,Disabled,F,29981,Suburban,Divorced,71,4.0,9,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,340.8,Two-Door Car,Medsize,A
UE13511,oregon,2563.582441,No,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Married,69,11.0,60,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small,A
PR80703,california,5745.95924,No,Basic,Bachelor,2/9/11,Employed,F,51335,Rural,Married,71,17.0,88,0.0,9,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medsize,A
TK32843,california,7444.939419,No,Premium,Bachelor,2/13/11,Unemployed,M,0,Suburban,Single,114,21.0,41,0.0,4,Personal Auto,Personal L2,Offer1,Branch,863.861736,Four-Door Car,Medsize,A
PD32052,california,7957.630101,No,Basic,High School or Below,1/19/11,Employed,M,51125,Suburban,Divorced,67,3.0,67,0.0,2,Personal Auto,Personal L3,Offer1,Agent,430.29174,Four-Door Car,Medsize,A
ZZ35218,oregon,5392.499539,No,Basic,Doctor,1/28/11,Unemployed,M,0,Urban,Married,74,19.0,8,0.0,8,Corporate Auto,Corporate L3,Offer4,Agent,317.109447,Two-Door Car,Medsize,A
WR63188,arizona,7854.960831,No,Basic,College,1/16/11,Employed,M,25378,Suburban,Married,66,22.0,32,1.0,2,Personal Auto,Personal L2,Offer1,Agent,419.464143,Four-Door Car,Medsize,A
IV35546,nevada,5741.696078,No,Basic,Master,2/8/11,Employed,F,45820,Urban,Married,71,4.0,89,0.0,8,Corporate Auto,Corporate L1,Offer1,Branch,249.742856,Four-Door Car,Medsize,A
TS11219,california,12067.45599,No,Basic,College,1/2/11,Unemployed,M,0,Suburban,Single,116,14.0,35,0.0,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize,A
QJ49871,oregon,3893.305281,No,Basic,College,1/21/11,Employed,M,26605,Suburban,Married,100,33.0,13,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,933.330936,SUV,Medsize,A
HG60406,california,2821.448707,No,Extended,College,1/2/11,Unemployed,M,0,Suburban,Single,81,21.0,78,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,583.2,Four-Door Car,Medsize,A
PX99904,california,4949.389491,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,134,15.0,3,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,964.8,Sports Car,Small,A
YX72707,oregon,5003.336664,No,Basic,Doctor,1/19/11,Unemployed,F,0,Suburban,Married,66,12.0,20,1.0,4,Personal Auto,Personal L3,Offer2,Agent,445.19869,Four-Door Car,Small,A
KU92052,california,4398.047053,No,Basic,High School or Below,2/19/11,Unemployed,F,0,Suburban,Single,62,6.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Agent,382.067564,Four-Door Car,Medsize,A
VU79621,oregon,8139.996817,No,Basic,Master,1/1/11,Unemployed,M,0,Suburban,Divorced,108,10.0,42,0.0,6,Personal Auto,Personal L2,Offer2,Branch,518.4,Sports Car,Large,A
RN55306,oregon,5162.370678,No,Basic,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,74,33.0,92,0.0,4,Personal Auto,Personal L1,Offer1,Agent,582.420512,Four-Door Car,Medsize,A
PU78245,arizona,13094.60875,No,Basic,Bachelor,1/16/11,Employed,F,88249,Rural,Single,108,9.0,71,0.0,2,Personal Auto,Personal L3,Offer1,Agent,244.803741,SUV,Large,A
SJ29837,washington,7602.663689,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,105,2.0,84,0.0,5,Personal Auto,Personal L3,Offer2,Web,914.538629,SUV,Small,A
XO11574,california,3399.125502,No,Extended,High School or Below,2/11/11,Employed,M,28928,Rural,Married,87,23.0,7,1.0,1,Personal Auto,Personal L3,Offer3,Agent,192.644347,Four-Door Car,Medsize,A
UO86707,washington,7173.909404,No,Basic,Bachelor,2/15/11,Employed,M,75217,Rural,Single,61,12.0,47,1.0,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,Medsize,A
CX20455,arizona,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35.0,48,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medsize,A
ZM52280,arizona,11972.78231,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,186,0.0,67,2.0,5,Personal Auto,Personal L2,Offer1,Web,1441.843837,Luxury SUV,Large,A
CX99919,nevada,4130.628776,No,Basic,College,2/6/11,Retired,F,28321,Suburban,Single,111,34.0,32,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,537.391704,SUV,Medsize,A
IX35050,arizona,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Special Auto,Special L3,Offer3,Agent,86.461582,Four-Door Car,Medsize,A
AB62982,oregon,5918.066128,No,Basic,Doctor,2/4/11,Employed,F,77521,Suburban,Married,73,6.0,66,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,350.4,Two-Door Car,Small,A
IW78492,arizona,4127.495254,No,Basic,College,1/14/11,Unemployed,F,0,Suburban,Single,119,20.0,89,3.0,1,Personal Auto,Personal L2,Offer1,Web,856.8,Sports Car,Medsize,A
JY67916,oregon,13171.01282,No,Premium,College,1/27/11,Medical Leave,M,21513,Suburban,Married,119,21.0,81,1.0,2,Personal Auto,Personal L3,Offer2,Branch,679.827592,Two-Door Car,Small,A
CD45044,arizona,7600.034998,No,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,70,3.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Medsize,A
WW52683,california,5067.635525,No,Basic,Bachelor,1/26/11,Employed,F,61067,Rural,Married,64,20.0,0,1.0,3,Personal Auto,Personal L3,Offer2,Agent,86.309744,Four-Door Car,Medsize,A
FQ46354,california,10498.92645,No,Extended,Bachelor,2/4/11,Employed,M,30352,Rural,Married,89,21.0,13,0.0,2,Personal Auto,Personal L2,Offer1,Web,146.110685,Four-Door Car,Medsize,A
QS23134,arizona,12504.49422,No,Premium,College,1/22/11,Employed,M,33746,Suburban,Married,106,29.0,23,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,508.8,Two-Door Car,Medsize,A
PR22184,california,9135.291575,No,Basic,College,1/13/11,Employed,F,95330,Suburban,Married,113,1.0,1,0.0,3,Corporate Auto,Corporate L2,Offer4,Branch,542.4,Sports Car,Medsize,A
NE70589,california,13220.80421,No,Basic,College,1/20/11,Disabled,M,29504,Suburban,Married,117,24.0,90,0.0,2,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medsize,A
ER50891,california,3450.328786,No,Extended,High School or Below,1/7/11,Employed,M,39248,Urban,Married,87,27.0,22,0.0,1,Personal Auto,Personal L1,Offer4,Agent,386.765125,Four-Door Car,Medsize,A
EQ96084,california,7822.304151,No,Extended,Bachelor,1/15/11,Employed,F,33963,Rural,Divorced,99,10.0,3,0.0,4,Corporate Auto,Corporate L3,Offer4,Web,222.626234,Four-Door Car,Medsize,A
WK23685,oregon,6636.859781,No,Extended,Bachelor,1/6/11,Employed,F,47274,Rural,Married,83,32.0,26,1.0,5,Corporate Auto,Corporate L2,Offer1,Agent,182.432565,Four-Door Car,Medsize,A
YK92080,california,3436.448003,No,Extended,College,2/1/11,Employed,F,30509,Suburban,Single,88,15.0,76,0.0,1,Personal Auto,Personal L2,Offer1,Branch,442.964578,Four-Door Car,Medsize,A
WI58274,oregon,8238.45802,No,Basic,College,1/23/11,Employed,F,68261,Rural,Married,102,11.0,81,0.0,4,Personal Auto,Personal L1,Offer2,Agent,84.097896,Sports Car,Medsize,A
DO93657,california,7285.103913,No,Extended,Master,1/9/11,Employed,M,57134,Suburban,Married,91,6.0,6,1.0,8,Personal Auto,Personal L3,Offer1,Branch,436.8,Two-Door Car,Medsize,A
CA56041,nevada,9120.065162,No,Basic,College,2/16/11,Employed,F,63878,Urban,Married,113,32.0,47,0.0,9,Personal Auto,Personal L3,Offer3,Call Center,370.285349,SUV,Small,A
HN57556,california,7292.948758,No,Basic,High School or Below,2/17/11,Unemployed,F,0,Suburban,Single,65,6.0,45,0.0,2,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,A
MQ46375,oregon,15320.21872,No,Basic,Bachelor,1/2/11,Employed,M,36637,Suburban,Married,192,28.0,52,0.0,3,Corporate Auto,Corporate L2,Offer4,Branch,921.6,Luxury Car,Medsize,A
ZB72138,oregon,8929.611119,No,Basic,Bachelor,1/3/11,Employed,M,44329,Suburban,Married,112,25.0,58,0.0,3,Personal Auto,Personal L1,Offer2,Agent,537.6,SUV,Medsize,A
TU27017,california,6625.28717,No,Extended,Bachelor,2/14/11,Employed,M,41460,Suburban,Married,83,1.0,54,0.0,4,Personal Auto,Personal L3,Offer3,Branch,398.4,Four-Door Car,Medsize,A
WA63124,nevada,2113.85703,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,65,27.0,37,2.0,1,Personal Auto,Personal L1,Offer3,Call Center,468.0,Four-Door Car,Small,A
HQ76003,nevada,12383.5306,No,Basic,High School or Below,1/4/11,Employed,F,40602,Urban,Single,105,14.0,84,0.0,2,Personal Auto,Personal L3,Offer2,Branch,459.895876,Sports Car,Medsize,A
SR71812,california,6473.32562,No,Extended,High School or Below,1/27/11,Unemployed,F,0,Suburban,Married,88,3.0,99,0.0,6,Personal Auto,Personal L3,Offer1,Agent,468.492761,Four-Door Car,Small,A
